Code,Name,Pinyin,Current_date,Net_value,Gross_value,Day_rate,One_week,One_month,Three_month,Six_month,One_year,Two_year,Three_year,From_this_y,From_establish,Establish_date,,,Management_rate,Discounted_m_r,,Discounted_m_r,,
000597,中海积极收益混合,ZHJJSYHH,2019-02-22,1.1250,1.3290,0,0,0.3568,0.9874,2.6460,3.6586,14.4002,18.6635,0.7161,33.7338,2014-05-26,1,3.6586,0.80%,0.08%,1,0.08%,1,
000596,前海开源中证军工指数A,QHKYZZJGZSA,2019-02-22,1.1390,1.1390,1.7873,5.4630,9.5192,5.9535,5.4630,-2.6496,-32.1620,-32.2830,15.2834,13.90,2014-05-27,1,-3.4188,1.20%,0.12%,1,0.12%,1,
000595,嘉实泰和混合,JSTHHH,2019-02-22,2.0690,6.0860,3.2435,4.9189,11.8378,8.1547,1.8710,-8.5323,10.2291,15.5866,14.1202,106.90,2014-04-04,1,-11.1848,1.50%,0.15%,1,0.15%,1,
000594,大摩进取优选股票,DMJQYXGP,2019-02-22,1.4480,1.4480,1.8284,4.0978,8.8722,5.1561,-2.1622,-11.4373,-9.7257,-6.3995,10.9579,44.80,2014-05-29,1,-12.9052,1.50%,0.15%,1,0.15%,1,
000592,建信改革红利股票,JXGGHLGP,2019-02-22,1.7750,1.7750,3.5589,8.6291,15.0356,5.9701,-1.8252,-21.9094,-6.4805,2.4827,16.6995,77.50,2014-05-14,1,-24.7690,1.50%,0.15%,1,0.15%,1,
000591,中银健康生活混合,ZYJKSHHH,2019-02-22,1.3680,1.3680,0.6623,2.4719,4.9080,1.9374,-2.0057,-14.3394,-7.1283,-4.4025,6.5421,36.80,2014-05-20,1,-14.7777,1.50%,0.15%,1,0.15%,1,
000590,华安新活力混合,HAXHLHH,2019-02-22,1.3090,1.4450,0.2297,0.7698,1.6304,2.4296,1.1495,1.5751,11.7640,15.5994,2.3456,44.8461,2014-04-01,1,1.4199,1.50%,0.15%,1,0.15%,1,
000589,光大银发商机混合,GDYFSJHH,2019-02-22,1.4560,1.7060,3.4091,6.9801,15.3724,10.9756,14.7360,-8.1967,1.1111,10.7224,18.3740,81.3649,2014-04-29,1,-11.4754,1.50%,0.15%,1,0.15%,1,
000587,大成灵活配置混合,DCLHPZHH,2019-02-22,1.5440,1.9440,1.4455,3.7634,9.6591,6.9252,0.3249,-18.0032,-5.3921,5.0022,12.1278,91.9441,2014-05-14,1,-19.3308,1.50%,0.15%,1,0.15%,1,
000586,景顺中小板创业板精选股票,JSZXBCYBJXGP,2019-02-22,1.33,1.33,1.5267,3.1008,5.3883,2.6235,3.3411,-4.7278,-21.3483,-13.5241,10.0993,33,2014-04-30,1,-5.5158,1.50%,0.15%,1,0.15%,1,
000584,新华鑫益灵活配置混合,XHXYLHPZHH,2019-02-22,2.02,2.02,2.4341,5.9255,10.3222,6.4839,6.1482,0.8487,15.4286,26.25,10.0817,102,2014-04-16,1,-1.7474,,0.00%,,,,
000579,鑫元恒鑫收益增强C,XYHXSYZQC,2019-02-22,0.8647,0.9447,0.4881,1.6935,2.4284,3.0263,0.4881,-5.0302,-5.7034,-4.1352,3.3589,-6.6468,2014-04-17,1,-6.0626,0.00%,0.00%,,0.00%,0,
000578,鑫元恒鑫收益增强A,XYHXSYZQA,2019-02-22,0.8808,0.9608,0.4906,1.6972,2.4662,3.1381,0.6973,-4.6444,-4.9839,-3.1023,3.4288,-4.9365,2014-04-17,1,-5.6837,0.60%,0.06%,1,0.06%,1,
000577,安信价值精选股票,AXJZJXGP,2019-02-22,2.4510,2.4510,0.5745,2.2528,6.9372,4.2979,0.6984,-16.6610,7.8785,44.3463,9.7135,145.10,2014-04-21,1,-16.4910,1.50%,0.15%,1,0.15%,1,
000574,宝盈新价值混合,BYXJZHH,2019-02-22,1.2150,1.9030,0.8299,4.0240,12.7087,16.3793,14.8393,-8.7838,-9.7325,-10.4642,21.2575,82.8228,2014-04-10,1,-9.3093,1.50%,0.15%,1,0.15%,1,
000573,天弘通利混合,THTLHH,2019-02-22,1.2290,1.2980,0,0.2447,0.6552,1.6542,2.2463,1.4864,7.4301,13.1676,1.5702,31.3886,2014-03-14,1,1.4038,1.00%,0.10%,1,0.10%,1,
000572,中银多策略混合,ZYDCLHH,2019-02-22,1.04,1.4710,0.2893,0.5802,1.0690,1.1872,1.1084,-0.0270,9.4460,14.0078,1.8609,48.5522,2014-03-31,1,-0.2193,1.50%,0.15%,1,0.15%,1,
000571,中邮双动力混合,ZYSDLHH,2019-02-22,1.3610,1.3610,0,-0.0734,0.2209,0.2948,0.2209,0.4428,-13.9697,-13.5873,0.3687,36.10,2014-05-04,1,0.4428,1.50%,0.15%,1,0.15%,1,
000567,广发聚祥灵活混合,GFJXLHHH,2019-02-22,1.5170,1.5170,0.6636,1.6756,4.5486,2.6387,-5.3059,-17.9113,-7.3305,-9.0528,6.3069,51.70,2014-03-21,1,-18.1818,1.50%,0.15%,1,0.15%,1,
000566,华泰柏瑞创新升级混合,HTBRCXSJHH,2019-02-22,2.0750,2.3980,2.8756,5.2231,9.6723,7.3461,2.1664,-4.0541,23.7772,38.0537,9.7884,139.3851,2014-05-06,1,-6.4585,1.20%,0.12%,1,0.12%,1,
000564,南方通利债券C,NFTLZQC,2019-02-22,1.1130,1.3340,0,0,0.4513,1.9166,5.1733,8.5396,9.3875,10.6247,1.5467,37.3453,2014-04-25,1,8.5396,0.00%,0.00%,,0.00%,0,
000563,南方通利债券A,NFTLZQA,2019-02-22,1.1160,1.3430,0,0,0.5405,2.0902,5.3312,8.9949,10.2719,11.7368,1.6304,38.4719,2014-04-25,1,8.9949,0.80%,0.08%,1,0.08%,1,
000562,南方启元C,NFQYC,2019-02-22,1.1360,1.1680,0,0,0.3534,1.3381,2.8055,7.0689,6.7669,6.4355,0.7986,16.9765,2014-07-25,1,7.0689,,0.00%,,,,
000561,南方启元A,NFQYA,2019-02-22,1.1350,1.1870,0,0,0.3536,1.4235,3.0520,7.4618,7.3619,7.4285,0.7993,18.9273,2014-07-25,1,7.4618,0.80%,0.08%,1,0.08%,1,
000557,国投瑞银新机遇灵活配置混合C,GTRYXJYLHPZHHC,2019-02-22,1.2760,1.4670,1.5115,4.9342,10.3806,10.3806,6.2026,-1.3485,7.3398,9.6081,11.0531,48.1550,2014-03-11,1,-3.3586,0.00%,0.00%,,0.00%,0,
000556,国投瑞银新机遇灵活配置混合A,GTRYXJYLHPZHHA,2019-02-22,1.3050,1.5020,1.5564,4.9879,10.4996,10.4996,6.4984,-0.8464,8.4642,11.4822,11.1584,51.9324,2014-03-11,1,-2.8978,0.60%,0.06%,1,0.06%,1,
000554,中国梦基金,ZGMJJ,2019-02-22,1.3250,1.3250,1.4548,3.6776,8.6957,7.8990,-4.4012,-15.9264,-8.8094,4.0031,10.3247,32.50,2014-06-09,1,-17.0051,1.50%,0.15%,1,0.15%,1,
000551,信诚幸福消费混合,XCXFXFHH,2019-02-22,1.5090,1.5090,0.7343,2.8630,8.0946,6.8697,0.5330,-25.9931,-11.0259,-10.3919,12.1933,50.90,2014-04-29,1,-26.4836,1.50%,0.15%,1,0.15%,1,
000550,广发新动力混合,GFXDLHH,2019-02-22,1.6870,1.6870,2.4287,5.0436,11.5741,8.3494,-2.4291,-21.7169,-22.8976,-23.3530,14.2954,68.70,2014-03-19,1,-23.4339,1.50%,0.15%,1,0.15%,1,
000549,华安大国新经济股票,HADGXJJGP,2019-02-22,1.5540,1.5540,3.0504,6.9511,16.2304,11.6379,3.7383,-10.2771,-8.5344,-4.9541,20.3718,55.40,2014-04-14,1,-13.0485,1.50%,0.15%,1,0.15%,1,
000547,建信健康民生混合,JXJKMSHH,2019-02-22,1.9740,1.9740,2.3328,5.8445,11.9048,8.5212,2.4922,-13.6483,-6.4455,7.2243,13.2530,97.40,2014-03-21,1,-16.0542,1.50%,0.15%,1,0.15%,1,
000545,中邮核心竞争力灵活配置混合,ZYHXJZLLHPZHH,2019-02-22,1.0510,1.0510,0.7670,2.0388,3.7512,0,-0.1899,-5.8244,-36.5338,-48.0218,4.4732,5.10,2014-04-23,1,-6.3620,1.50%,0.15%,1,0.15%,1,
000541,华商创新成长混合发起式,HSCXCZHHFQS,2019-02-22,1.0080,1.2630,2.4390,5.7712,15.8621,11.0132,4.8907,-13.0285,-27.1321,-34.0232,17.4825,22.7421,2014-03-18,1,-15.3581,1.50%,0.15%,1,0.15%,1,
000536,前海开源可转债债券,QHKYKZZZQ,2019-02-22,0.8440,1.2140,3.6855,6.5656,10.6160,11.9363,10.7611,-2.2017,10.4711,8.4833,14.6739,20.5017,2014-03-25,1,-6.2573,0.80%,0.08%,1,0.08%,1,
000535,长盛航天海工装备灵活配置,CSHTHGZBLHPZ,2019-02-22,0.9110,1.4260,1.3348,4.3527,7.4292,5.5620,5.0749,-7.6065,-19.3092,-12.3196,10.4242,39.9054,2014-03-11,1,-8.3165,1.50%,0.15%,1,0.15%,1,
000534,长盛高端装备制造灵活配置,CSGDZBZZLHPZ,2019-02-22,1.42,1.42,1.9383,5.4978,12.9674,8.7289,4.1820,-7.2502,-8.7404,-2.3384,14.8867,42,2014-03-25,1,-9.0137,1.50%,0.15%,1,0.15%,1,
000532,景顺长城优势企业混合,JSCCYSQYHH,2019-02-22,1.6810,1.6810,1.0824,2.2506,10.2295,10.3743,-1.5231,-9.3312,21.8116,16.7361,15.6121,68.10,2014-03-19,1,-9.7627,1.50%,0.15%,1,0.15%,1,
000531,东吴阿尔法灵活配置混合,DWAEFLHPZHH,2019-02-22,1.0630,1.0630,4.0117,7.4823,13.2055,3.7073,-9.6856,-22.7471,-0.5613,-11.2688,12.6059,6.30,2014-03-19,1,-26.1628,1.50%,0.15%,1,0.15%,1,
000530,招商丰盛稳定增长混合A,ZSFSWDZZHHA,2019-02-22,1.1450,1.1450,1.2378,2.1409,3.5262,1.7778,0,-7.5121,-5.5281,-3.8623,3.9020,14.50,2014-03-20,1,-8.3199,1.50%,0.15%,1,0.15%,1,
000529,广发竞争优势混合,GFJZYSHH,2019-02-22,1.4970,1.4970,1.8367,3.8141,9.9119,5.7951,-1.9004,-18.4196,5.4225,12.8959,11.7164,49.70,2014-03-12,1,-19.4005,1.50%,0.15%,1,0.15%,1,
000527,南方新优享灵活配置混合A,NFXYXLHPZHHA,2019-02-22,2.2990,2.2990,1.4563,4.2158,8.8542,7.7320,0.1307,-9.5950,13.0285,40.6116,9.8948,129.90,2014-02-26,1,-11.0106,1.50%,0.15%,1,0.15%,1,
000526,国泰浓益灵活配置混合A,GTNYLHPZHHA,2019-02-22,1.2610,1.2610,1.1227,2.0227,4.6473,3.4454,-3.7405,-14.4505,-3.2975,-1.1755,5.6114,26.10,2014-03-04,1,-15.4003,0.80%,0.08%,1,0.08%,1,
000524,上投摩根民生需求,STMGMSXQ,2019-02-22,1.29,1.7290,3.0351,6.5235,10.6346,4.6228,-0.6163,-18.1991,-20.0744,-19.2262,11.8821,61.3052,2014-03-14,1,-20.5454,1.50%,0.15%,1,0.15%,1,
000523,国投瑞银医疗保健混合,GTRYYLBJHH,2019-02-22,1.1290,1.6310,1.2556,3.1993,9.8249,3.9595,3.6534,2.6262,-5.9880,14.6580,12.3383,63.1984,2014-02-25,1,1.8990,1.50%,0.15%,1,0.15%,1,
000522,华润元大信息传媒科技混合,HRYDXXCMKJHH,2019-02-22,1.2320,1.2320,4.4953,8.7379,13.8632,11.2918,-1.2029,-20.5161,-9.0775,-12.2507,16.3362,23.20,2014-03-31,1,-24.5806,1.50%,0.15%,1,0.15%,1,
000520,上银新兴价值成长混合,SYXXJZCZHH,2019-02-22,1.0270,1.7320,2.2908,4.7960,11.7519,13.3554,6.6459,-5.9524,-2.4531,16.0940,19.6970,86.5760,2014-05-06,1,-8.2418,1.50%,0.15%,1,0.15%,1,
000513,富国高端制造行业股票,FGGDZZHYGP,2019-02-22,1.3910,1.3910,1.7557,4.5079,11.8167,8.4178,-1.6266,-19.5489,-0.6429,-4.7912,16.1102,39.10,2014-06-20,1,-20.5321,1.50%,0.15%,1,0.15%,1,
000512,国泰结构转型灵活配置混合A,GTJGZXLHPZHHA,2019-02-22,1.72,1.72,0.9390,2.4419,5.0061,4.6865,-1.1494,-15.6035,-0.3476,3.8021,6.8987,72,2014-05-19,1,-16.1923,0.80%,0.08%,1,0.08%,1,
000511,国泰国策驱动灵活配置混合A,GTGCQDLHPZHHA,2019-02-22,1.3210,1.3210,1.9290,3.1226,4.7581,3.9339,-3.3650,-23.5090,-12.2259,-6.5771,5.7646,32.10,2014-02-17,1,-24.6671,0.80%,0.08%,1,0.08%,1,32.10
000508,泰达宏利宏达混合B,TDHLHDHHB,2019-02-22,1.17,1.36,0.1712,0.4292,1.1236,1.7391,2.4518,-0.4255,12.3919,17.76,1.9164,38.6035,2014-03-05,1,-0.5106,0.00%,0.00%,,0.00%,0,
000507,泰达宏利宏达混合A,TDHLHDHHA,2019-02-22,1.2050,1.3950,0.0831,0.4167,1.1755,1.7736,2.6405,-0.0829,13.5721,18.9666,1.9459,42.2840,2014-03-05,1,-0.1659,1.20%,0.12%,1,0.12%,1,
000496,长安产业精选混合A,CACYJXHHA,2019-02-22,1.1083,1.3483,0.5261,4.0559,6.7314,5.4620,2.5634,-10.8941,11.4326,14.7446,8.0952,38.3057,2014-05-07,1,-11.2880,1.50%,0.15%,1,0.15%,1,
000490,光大岁末红利纯债C,GDSMHLCZC,2019-02-22,1.0340,1.1756,0,-0.0193,0.3786,0.7473,1.1551,4.2156,6.5562,6.3596,0.6326,18.3679,2014-08-12,1,4.2458,,0.00%,,,,
000489,光大岁末红利纯债A,GDSMHLCZA,2019-02-22,1.0352,1.1965,0,-0.0193,0.4171,0.8525,1.3733,4.6041,7.3865,7.8019,0.7004,20.7169,2014-08-12,1,4.6243,0.80%,0.08%,1,0.08%,1,
000481,华商双债丰利债券C,HSSZFLZQC,2019-02-22,0.86,1.2450,0,0,0.5847,-0.9217,0.35,-32.0695,-30.9885,-27.9841,1.2956,16.6124,2014-01-28,1,-32.0695,0.00%,0.00%,,0.00%,0,16.1478
000480,东方红新动力混合,DFHXDLHH,2019-02-22,2.2710,2.3590,1.5653,4.7026,9.4986,7.5284,1.7473,-9.3051,6.7701,33.9823,13.8346,141.7516,2014-01-28,1,-10.6629,1.50%,1.50%,99,1.50%,99,141.7516
000478,建信中证500指数增强A,JXZZ500ZSZQA,2019-02-22,1.8267,1.8267,2.1530,5.1217,9.6788,4.9586,-2.3155,-19.0615,-23.1381,-3.9539,13.1294,82.67,2014-01-27,1,-20.4395,1.50%,0.15%,1,0.15%,1,82.3964
000477,广发主题领先混合,GFZTLXHH,2019-02-22,1.4230,1.4230,2.0072,3.8686,12.4013,7.5586,-2.9332,-21.3812,-13.4954,-10.5594,17.2158,42.30,2014-07-31,1,-22.5414,1.50%,0.15%,1,0.15%,1,
000471,富国城镇发展股票,FGCZFZGP,2019-02-22,1.0780,1.5780,0.8419,3.6539,8.2330,4.0541,-6.1793,-30.7643,-44.6612,-42.3087,9.6644,35.2860,2014-01-28,1,-31.2781,1.50%,0.15%,1,0.15%,1,28.3548
000466,融通通瑞债券A/B,RTTRZQAB,2019-02-22,1.0690,1.1440,0.2814,0.6592,1.7127,1.0397,-0.3728,-0.9268,3.4850,4.2927,0.9443,14.8840,2014-03-21,1,-1.2975,0.60%,0.06%,1,0.06%,1,
000463,华商双债丰利债券A,HSSZFLZQA,2019-02-22,0.8680,1.2830,0,0.1153,0.6960,-0.80,0.5794,-31.6536,-30.1979,-26.8286,1.4018,20.3756,2014-01-28,1,-31.6536,0.80%,0.08%,1,0.08%,1,19.8960
000462,农银主题轮动混合,NYZTLDHH,2019-02-22,0.9046,0.9046,1.6862,4.2046,9.0799,8.4652,-9.5129,-36.9573,-12.0894,-6.1716,11.1712,-9.54,2015-04-10,1,-38.1142,1.50%,0.15%,1,0.15%,1,
000458,英大领先回报发起式,YDLXHBFQS,2019-02-22,0.8407,1.5007,1.0821,3.3309,7.3691,5.4434,0.9243,-11.3933,3.8671,26.3260,11.1008,47.6063,2014-03-05,1,-11.5830,1.20%,0.12%,1,0.12%,1,
000457,上投摩根核心成长,STMGHXCZ,2019-02-22,1.4370,1.7460,2.3504,5.5841,15.9806,9.1116,-5.5848,-29.3858,-9.2308,11.9628,20.1505,67.8322,2014-02-10,1,-30.9091,1.50%,0.15%,1,0.15%,1,67.8322
000452,南方医药保健灵活配置混合,NFYYBJLHPZHH,2019-02-22,1.4750,1.69,0.8892,2.1468,6.3446,-0.3378,-3.9088,-2.6403,3.2913,10.4042,5.8106,75.7914,2014-01-23,1,-3.4984,1.50%,0.15%,1,0.15%,1,75.6158
000435,建信稳定添利债券A,JXWDTLZQA,2019-02-22,1.1220,1.4540,1.1722,2.5594,4.4692,4.1782,4.7619,2.8414,5.2956,6.0323,4.7619,49.7785,2013-12-10,1,1.3748,0.60%,0.06%,1,0.06%,1,48.1489
000433,安信鑫发优选混合,AXXFYXHH,2019-02-22,1.1340,1.1340,1.5219,5.4884,12.0553,11.2856,8.1030,-10.2138,-5.50,-4.3038,17.0279,13.40,2013-12-31,1,-11.7973,1.00%,0.10%,1,0.10%,1,11.8343
000432,中银优秀企业混合,ZYYXQYHH,2019-02-22,1.4420,1.4420,1.6209,3.9654,7.0527,5.2555,-2.6334,-6.4244,-9.4221,0.4178,9.4913,44.20,2014-01-28,1,-7.5925,1.50%,0.15%,1,0.15%,1,43.6255
000431,鹏华品牌传承混合,PHPPCCHH,2019-02-22,1.2650,1.3470,2.3463,5.9463,14.5833,18.0037,0.8772,-16.8310,18.3349,17.3469,19.3396,36.8261,2014-01-28,1,-18.7377,1.50%,0.15%,1,0.15%,1,36.4168
000423,前海开源事件驱动混合A,QHKYSJQDHHA,2019-02-22,1.4330,1.4330,4.4461,9.8926,18.5277,16.3149,13.46,-2.9790,28.1753,31.2271,25.7018,43.30,2013-12-19,1,-7.9215,1.50%,0.15%,1,0.15%,1,36.2167
000422,华泰柏瑞丰汇债券C,HTBRFHZQC,2019-02-22,1.1661,1.1661,-0.0086,0.4479,0.4999,1.9675,3.7179,6.5905,9.6990,11.1630,0.6908,16.61,2014-12-11,1,6.5631,,0.00%,,,,
000421,华泰柏瑞丰汇债券A,HTBRFHZQA,2019-02-22,1.1902,1.1902,-0.0084,0.4558,0.5321,2.0842,3.9476,7.0324,10.4082,12.7083,0.7449,19.02,2014-12-11,1,6.9964,0.80%,0.08%,1,0.08%,1,
000420,大摩优质信价纯债C,DMYZXJCZC,2019-02-22,1.0710,1.2520,0,0.0934,0.3749,1.6129,3.5580,7.2411,11.0238,14.3515,1.0377,25.9010,2014-11-25,1,7.2411,,0.00%,,,,
000419,大摩优质信价纯债A,DMYZXJCZA,2019-02-22,1.0860,1.2670,0,0.0921,0.4625,1.6854,3.7915,7.4358,11.6729,15.4156,1.1173,27.4188,2014-11-25,1,7.3368,0.80%,0.08%,1,0.08%,1,
000418,景顺长城成长之星,JSCCCZZX,2019-02-22,1.5960,1.5960,2.1113,6.40,12.3944,11.9215,-2.0859,-9.1633,4.4503,21.1845,16.5814,59.60,2013-12-13,1,-11.4969,1.50%,0.15%,1,0.15%,1,45.6204
000417,国联安新精选混合,GLAXJXHH,2019-02-22,0.8355,1.0735,1.8902,3.0463,12.0122,-0.5120,-10.6322,-25.4043,-21.3331,-20.2468,11.9972,2.8287,2014-03-04,1,-26.3418,1.50%,0.15%,1,0.15%,1,
000411,景顺长城优质成长,JSCCYZCZ,2019-02-22,1.0370,1.3870,1.9666,4.4310,9.1579,6.3589,0.9737,-14.3683,-1.8921,-5.1235,12.5950,31.2798,2014-01-02,1,-15.6895,1.50%,0.15%,1,0.15%,1,24.6722
000410,益民服务领先混合,YMFWLXHH,2019-02-22,2.6850,2.6850,1.5891,4.5154,9.2352,8.1789,4.1101,-8.3930,4.1101,16.7391,12.5786,168.50,2013-12-13,1,-9.7236,1.50%,0.15%,1,0.15%,1,169.0381
000409,鹏华环保产业股票,PHHBCYGP,2019-02-22,1.5420,1.5420,2.2546,3.6290,7.0833,6.4182,4.8980,-7.4430,-1.8460,12.3088,7.8322,54.20,2014-03-07,1,-9.0636,1.50%,0.15%,1,0.15%,1,
000408,民生加银城镇化混合,MSJYCZHHH,2019-02-22,1.3630,2.2580,3.4143,7.8323,16.9957,14.8273,-2.7123,-12.7959,3.1794,14.2132,21.0479,136.6428,2013-12-12,1,-15.8669,1.50%,0.15%,1,0.15%,1,113.7695
000407,汇添富双利增强债券C,HTFSLZQZQC,2019-02-22,1.0540,1.3670,0.1901,0.3809,0.6686,1.5693,1.3835,2.1310,7.4621,11.3556,1.4436,38.3037,2013-12-03,1,1.8404,,0.00%,,,,36.1257
000406,汇添富双利增强债券A,HTFSLZQZQA,2019-02-22,1.0510,1.3640,0.1907,0.3820,0.6705,1.7657,1.5787,2.4259,8.0962,12.4060,1.4478,38.1470,2013-12-03,1,2.1336,1.00%,0.10%,1,0.10%,1,35.8378
000404,易方达新兴成长灵活配置,YFDXXCZLHPZ,2019-02-22,1.8710,1.8710,4.4668,9.2874,20.4765,9.6717,-3.1072,-17.4680,-5.5528,-20.6531,21.4935,87.10,2013-11-28,1,-21.3939,1.50%,0.15%,1,0.15%,1,59.2340
000403,工银纯债债券B,GYCZZQB,2019-02-22,1.1484,1.2779,0.0174,0.0610,0.5252,1.9929,4.1016,8.1986,5.5260,5.0083,1.5026,28.4252,2014-05-16,1,8.1703,0.00%,0.00%,,0.00%,0,
000402,工银纯债债券A,GYCZZQA,2019-02-22,1.1550,1.3013,0.0173,0.0693,0.5572,2.0879,4.3085,8.5937,6.2594,6.3457,1.5652,30.9116,2014-05-16,1,8.5655,0.80%,0.08%,1,0.08%,1,
000398,华富灵活配置混合,HFLHPZHH,2019-02-22,0.8630,1.0880,0,0.1159,0.2322,-0.3464,-5.8888,-15.2260,-17.6527,-16.9458,0.4656,5.8825,2013-12-18,1,-15.2260,1.50%,0.15%,1,0.15%,1,4.8342
000396,汇添富安心中国债券C,HTFAXZGZQC,2019-02-22,1.2450,1.2450,0,0,0.3223,1.2195,2.7228,7.8856,9.4987,9.0193,0.9732,24.50,2013-11-22,1,7.8856,0.00%,0.00%,,0.00%,0,23.2673
000395,汇添富安心中国债券A,HTFAXZGZQA,2019-02-22,1.23,1.23,0,0.0814,0.4082,1.3180,2.8428,5.6701,7.6115,7.6115,1.0682,23,2013-11-22,1,5.6701,0.80%,0.08%,1,0.08%,1,21.7822
000394,融通通源短融债券A,RTTYDRZQA,2019-02-22,1.0364,1.2274,0,0.0869,0.3583,1.0350,2.1455,4.8197,7.6766,8.8014,0.7094,23.8144,2013-12-31,1,4.7995,0.00%,0.00%,,0.00%,0,19.3967
000390,华商优势行业,HSYSHY,2019-02-22,0.9510,2.0890,2.6998,6.8539,14.5783,8.3144,5.7842,0.6015,5.3510,7.6458,17.4075,131.0911,2013-12-11,1,-2.7836,1.50%,0.15%,1,0.15%,1,108.7887
000386,景顺长城景颐双利债券C,JSCCJYSLZQC,2019-02-22,1.5030,1.5030,0.0666,0.4008,1.0760,2.3145,3.2280,3.37,7.8966,10.4335,1.6915,50.30,2013-11-13,1,3.2325,,0.00%,,,,47.3529
000385,景顺长城景颐双利债券A,JSCCJYSLZQA,2019-02-22,1.5350,1.5350,0.0652,0.4581,1.1199,2.4016,3.4367,3.7863,8.7881,11.7990,1.7905,53.50,2013-11-13,1,3.6511,0.80%,0.08%,1,0.08%,1,50.3428
000378,上投摩根双债增利债券C,STMGSZZLZQC,2019-02-22,1.0110,1.3970,0.2976,0.6972,1.6081,1.7103,2.0182,1.5060,-1.4620,0.9443,1.9153,43.1756,2013-12-11,1,1.2048,0.00%,0.00%,,0.00%,0,41.7580
000377,上投摩根双债增利债券A,STMGSZZLZQA,2019-02-22,1.0220,1.4160,0.3929,0.7890,1.6916,1.8943,2.3023,1.9960,-0.4868,2.3274,2.0979,45.8007,2013-12-11,1,1.5968,0.80%,0.08%,1,0.08%,1,44.2143
000376,华安中证细分医药ETF联接C,HAZZXFYYETFLJC,2019-02-22,1.1460,1.1460,1.4159,2.3214,9.6651,-4.1806,-11.3003,-14.4137,-3.7783,3.9927,9.1429,14.60,2014-11-28,1,-15.0859,,0.00%,,,,
000373,华安中证细分医药ETF联接A,HAZZXFYYETFLJA,2019-02-22,1.1670,1.1670,1.3901,2.3684,9.6805,-4.1085,-11.1872,-14.1280,-3.1535,5.0405,9.2697,16.70,2014-11-28,1,-14.8639,1.20%,0.12%,1,0.12%,1,
000369,广发全球医疗保健(QDII),GFQQYLBJQDII,2019-02-21,1.4490,1.5590,-1.0246,-0.1379,1.2579,-2.6210,-1.4286,14.3647,17.3279,33.5256,3.7222,59.4296,2013-12-10,1,14.8235,1.30%,0.13%,1,0.13%,1,50.4053
000368,汇添富沪深300安中指数,HTFHS300AZZS,2019-02-22,1.3774,1.3774,1.9164,4.6338,10.3244,6.2235,2.0599,-13.5179,-0.2029,15.2925,14.0893,37.74,2013-11-06,1,-15.0562,1.20%,0.12%,1,0.12%,1,45.7720
000367,国泰安康定期支付混合A,GTAKDQZFHHA,2019-02-22,1.4390,1.4390,1.3380,2.6391,3.5252,3.8240,3.3764,0.7703,11.2056,17.0871,4.5025,43.90,2014-04-30,1,-0.7703,0.80%,0.08%,1,0.08%,1,
000363,国泰聚信价值优势灵活配置C,GTJXJZYSLHPZC,2019-02-22,1.1520,2.1460,2.40,5.4945,11.6279,8.5768,0.5236,-12.7933,-6.0359,25.6991,16.2463,111.4259,2013-12-17,1,-14.6859,,0.00%,,,,111.8496
000362,国泰聚信价值优势灵活配置A,GTJXJZYSLHPZA,2019-02-22,1.1360,2.1340,2.3423,5.4782,11.5914,8.7082,0.7986,-12.3457,-5.0961,24.2805,16.3935,108.7913,2013-12-17,1,-14.2747,1.50%,0.15%,1,0.15%,1,111.3272
000356,南方丰元信用增强债券C,NFFYXYZQZQC,2019-02-22,1.1920,1.34,0,-0.0838,0.1681,2.4936,5.7675,9.1575,10.7807,8.4622,0.6757,36.9057,2013-11-12,1,9.1575,0.00%,0.00%,,0.00%,0,34.8825
000355,南方丰元信用增强债券A,NFFYXYZQZQA,2019-02-22,1.2130,1.3650,0,0,0.2479,2.6227,6.0314,9.6744,11.6943,9.8731,0.7475,39.7996,2013-11-12,1,9.6744,0.80%,0.08%,1,0.08%,1,37.7336
000354,长盛城镇化主题混合,CSCZHZTHH,2019-02-22,1.0210,1.6690,1.5920,3.6548,8.8486,4.8255,-3.0390,-18.1235,-22.5342,-11.4484,11.7067,55.4941,2013-11-12,1,-19.0858,1.50%,0.15%,1,0.15%,1,53.6503
000352,国富恒丰定期债券C,GFHFDQZQC,2019-02-22,1.0210,1.3170,0,0,-0.6809,0.7498,3.0538,6.2395,8.2216,11.4959,0.0717,35.8638,2013-11-20,3,6.1341,0.00%,0.00%,,0.00%,0,33.5927
000351,国富恒丰定期债券A,GFHFDQZQA,2019-02-22,1.0230,1.3370,0,0,-0.6796,0.9341,3.3301,6.6779,8.9441,12.7413,0.1592,38.5122,2013-11-20,3,6.4664,0.70%,0.07%,1,0.07%,1,36.0631
000339,长城医疗保健混合,CCYLBJHH,2019-02-22,1.5028,1.5028,2.3009,4.4336,11.8238,5.7788,2.3148,0.1867,1.7468,18.5174,13.3077,50.28,2014-02-28,1,-2.2333,1.50%,0.15%,1,0.15%,1,
000336,农银研究精选,NYYJJX,2019-02-22,1.0605,1.0605,1.1831,3.5341,7.9060,2.4440,-2.6528,-21.1876,-25.8392,-29.8472,14.8597,6.05,2013-11-05,1,-21.8193,1.50%,0.15%,1,0.15%,1,1.5902
